name;z3-runtime;z3-result;cvc4-runtime;cvc4-result;noodler-runtime;noodler-result
../formulae/kaluza-hard/eq155.txt.smt2;25.6; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq156.txt.smt2;0.9; sat;0.04; sat;14.73; sat
../formulae/kaluza-hard/eq157.txt.smt2;0.04; sat;0.04; sat;129.14; sat
../formulae/kaluza-hard/eq158.txt.smt2;1.41; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq159.txt.smt2;0.82; sat;0.04; sat;44.51; sat
../formulae/kaluza-hard/eq16.txt.smt2;0.05; sat;0.03; sat;5.32; sat
../formulae/kaluza-hard/eq160.txt.smt2;0.02; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq161.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq162.txt.smt2;0.98; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq163.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq164.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq165.txt.smt2;0.02; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq166.txt.smt2;0.46; sat;0.04; sat;5.21; sat
../formulae/kaluza-hard/eq167.txt.smt2;17.67; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq168.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq169.txt.smt2;10.92; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq17.txt.smt2;0.7; sat;0.03; sat;5.2; sat
../formulae/kaluza-hard/eq170.txt.smt2;0.03; sat;0.04; sat;44.58; sat
../formulae/kaluza-hard/eq171.txt.smt2;4.89; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq172.txt.smt2;0.02; sat;0.04; sat;44.71; sat
../formulae/kaluza-hard/eq173.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq174.txt.smt2;0.31; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq175.txt.smt2;0.02; sat;0.04; sat;44.58; sat
../formulae/kaluza-hard/eq176.txt.smt2;1.7; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq177.txt.smt2;5.82; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq178.txt.smt2;0.68; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq179.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq18.txt.smt2;4.74; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq180.txt.smt2;0.01; sat;0.02; sat;0.64; sat
../formulae/kaluza-hard/eq181.txt.smt2;0.01; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq182.txt.smt2;0.88; sat;0.08; sat;TO;TO
../formulae/kaluza-hard/eq183.txt.smt2;1.26; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq184.txt.smt2;0.03; sat;0.04; sat;44.38; sat
../formulae/kaluza-hard/eq185.txt.smt2;2.84; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq186.txt.smt2;0.01; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq187.txt.smt2;0.04; sat;0.04; sat;44.39; sat
../formulae/kaluza-hard/eq188.txt.smt2;TO;TO;0.14; sat;TO;TO
../formulae/kaluza-hard/eq189.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq19.txt.smt2;125.32; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq190.txt.smt2;0.05; sat;0.03; sat;5.34; sat
../formulae/kaluza-hard/eq191.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq192.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq193.txt.smt2;0.05; sat;0.03; sat;3.47; sat
../formulae/kaluza-hard/eq194.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq195.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq196.txt.smt2;0.02; sat;0.03; sat;0.64; sat
../formulae/kaluza-hard/eq197.txt.smt2;43.17; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq198.txt.smt2;5.21; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq199.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq2.txt.smt2;0.06; sat;0.03; sat;5.33; sat
../formulae/kaluza-hard/eq20.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq200.txt.smt2;1.2; sat;0.04; sat;5.33; sat
../formulae/kaluza-hard/eq201.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq202.txt.smt2;0.02; sat;0.04; sat;44.5; sat
../formulae/kaluza-hard/eq203.txt.smt2;0.04; sat;0.03; sat;55.6; sat
../formulae/kaluza-hard/eq204.txt.smt2;0.15; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq205.txt.smt2;0.07; sat;0.02; sat;5.33; sat
../formulae/kaluza-hard/eq206.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq207.txt.smt2;195.12; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq208.txt.smt2;0.09; sat;0.03; sat;56.0; sat
../formulae/kaluza-hard/eq209.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq21.txt.smt2;1.48; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq210.txt.smt2;0.54; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq211.txt.smt2;0.23; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq212.txt.smt2;0.43; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq213.txt.smt2;7.85; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq214.txt.smt2;0.05; sat;0.03; sat;3.4; sat
../formulae/kaluza-hard/eq215.txt.smt2;0.11; sat;0.05; sat;44.54; sat
../formulae/kaluza-hard/eq216.txt.smt2;0.67; sat;0.04; sat;44.58; sat
../formulae/kaluza-hard/eq217.txt.smt2;0.05; sat;0.03; sat;5.25; sat
../formulae/kaluza-hard/eq218.txt.smt2;5.21; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq219.txt.smt2;TO;TO;0.04; sat;59.21; sat
../formulae/kaluza-hard/eq22.txt.smt2;0.05; sat;0.03; sat;5.29; sat
../formulae/kaluza-hard/eq220.txt.smt2;0.11; sat;0.04; sat;44.54; sat
../formulae/kaluza-hard/eq221.txt.smt2;0.63; sat;0.04; sat;44.46; sat
../formulae/kaluza-hard/eq222.txt.smt2;17.87; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq223.txt.smt2;TO;TO;0.04; sat;TO;TO
../formulae/kaluza-hard/eq224.txt.smt2;0.15; sat;0.04; sat;5.14; sat
../formulae/kaluza-hard/eq225.txt.smt2;0.22; sat;0.04; sat;0.68; sat
../formulae/kaluza-hard/eq226.txt.smt2;0.15; sat;0.03; sat;59.21; sat
../formulae/kaluza-hard/eq227.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq228.txt.smt2;0.02; sat;0.03; sat;55.46; sat
../formulae/kaluza-hard/eq229.txt.smt2;0.99; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq23.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq230.txt.smt2;0.03; sat;0.04; sat;44.42; sat
../formulae/kaluza-hard/eq231.txt.smt2;28.5; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq232.txt.smt2;TO;TO;0.11; sat;TO;TO
../formulae/kaluza-hard/eq233.txt.smt2;4.46; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq234.txt.smt2;1.13; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq235.txt.smt2;0.11; sat;0.04; sat;44.71; sat
../formulae/kaluza-hard/eq236.txt.smt2;TO;TO;0.03; sat;29.9; sat
../formulae/kaluza-hard/eq237.txt.smt2;74.28; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq238.txt.smt2;0.98; sat;0.03; sat;3.51; sat
../formulae/kaluza-hard/eq239.txt.smt2;0.05; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq24.txt.smt2;0.05; sat;0.03; sat;55.52; sat
../formulae/kaluza-hard/eq240.txt.smt2;0.03; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq241.txt.smt2;0.32; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq242.txt.smt2;0.02; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq243.txt.smt2;5.17; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq244.txt.smt2;0.49; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq245.txt.smt2;0.01; sat;0.02; sat;0.71; sat
../formulae/kaluza-hard/eq246.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq247.txt.smt2;0.03; sat;0.03; sat;5.28; sat
../formulae/kaluza-hard/eq248.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq249.txt.smt2;0.26; sat;0.04; sat;128.4; sat
../formulae/kaluza-hard/eq25.txt.smt2;0.11; sat;0.04; sat;45.14; sat
../formulae/kaluza-hard/eq250.txt.smt2;13.81; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq251.txt.smt2;4.57; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq252.txt.smt2;0.01; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq253.txt.smt2;74.21; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq254.txt.smt2;0.39; sat;0.03; sat;128.52; sat
../formulae/kaluza-hard/eq255.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq256.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq257.txt.smt2;7.84; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq258.txt.smt2;0.04; sat;0.04; sat;44.45; sat
../formulae/kaluza-hard/eq259.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq26.txt.smt2;0.18; sat;0.02; sat;1.04; sat
../formulae/kaluza-hard/eq260.txt.smt2;0.05; sat;0.03; sat;55.46; sat
../formulae/kaluza-hard/eq261.txt.smt2;0.26; sat;0.04; sat;129.62; sat
../formulae/kaluza-hard/eq262.txt.smt2;0.02; sat;0.02; sat;0.68; sat
../formulae/kaluza-hard/eq263.txt.smt2;0.14; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq264.txt.smt2;0.02; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq265.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq266.txt.smt2;0.15; sat;0.03; sat;55.82; sat
../formulae/kaluza-hard/eq267.txt.smt2;0.02; sat;0.04; sat;44.57; sat
../formulae/kaluza-hard/eq268.txt.smt2;0.4; sat;0.05; sat;59.35; sat
../formulae/kaluza-hard/eq269.txt.smt2;0.03; sat;0.03; sat;56.24; sat
../formulae/kaluza-hard/eq27.txt.smt2;0.03; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq270.txt.smt2;6.82; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq271.txt.smt2;0.15; sat;0.04; sat;3.44; sat
../formulae/kaluza-hard/eq272.txt.smt2;0.34; sat;0.04; sat;36.21; sat
../formulae/kaluza-hard/eq273.txt.smt2;0.03; sat;0.03; sat;5.21; sat
../formulae/kaluza-hard/eq274.txt.smt2;0.04; sat;0.03; sat;44.88; sat
../formulae/kaluza-hard/eq275.txt.smt2;0.15; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq276.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq277.txt.smt2;0.05; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq278.txt.smt2;0.1; sat;0.04; sat;44.76; sat
../formulae/kaluza-hard/eq279.txt.smt2;TO;TO;0.05; sat;14.78; sat
../formulae/kaluza-hard/eq28.txt.smt2;TO;TO;0.04; sat;129.1; sat
../formulae/kaluza-hard/eq280.txt.smt2;0.03; sat;0.03; sat;44.66; sat
../formulae/kaluza-hard/eq281.txt.smt2;2.33; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq282.txt.smt2;0.02; sat;0.05; sat;44.95; sat
../formulae/kaluza-hard/eq283.txt.smt2;0.09; sat;0.02; sat;0.66; sat
../formulae/kaluza-hard/eq284.txt.smt2;0.01; sat;0.03; sat;0.67; sat
../formulae/kaluza-hard/eq285.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq286.txt.smt2;0.01; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq287.txt.smt2;TO;TO;0.16; sat;TO;TO
../formulae/kaluza-hard/eq288.txt.smt2;149.93; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq289.txt.smt2;0.05; sat;0.03; sat;5.31; sat
../formulae/kaluza-hard/eq29.txt.smt2;0.02; sat;0.03; sat;5.29; sat
../formulae/kaluza-hard/eq290.txt.smt2;0.38; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq291.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq292.txt.smt2;TO;TO;0.04; sat;14.58; sat
../formulae/kaluza-hard/eq293.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq294.txt.smt2;1.04; sat;0.04; sat;44.34; sat
../formulae/kaluza-hard/eq295.txt.smt2;0.3; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq296.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq297.txt.smt2;0.08; sat;0.03; sat;5.12; sat
../formulae/kaluza-hard/eq298.txt.smt2;19.09; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq299.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq3.txt.smt2;0.18; sat;0.02; sat;1.01; sat
../formulae/kaluza-hard/eq30.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq300.txt.smt2;0.97; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq301.txt.smt2;0.34; sat;0.04; sat;TO;TO
../formulae/kaluza-hard/eq302.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq303.txt.smt2;0.21; sat;0.03; sat;0.72; sat
../formulae/kaluza-hard/eq304.txt.smt2;0.05; sat;0.03; sat;3.49; sat
../formulae/kaluza-hard/eq305.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq306.txt.smt2;0.02; sat;0.04; sat;44.55; sat
../formulae/kaluza-hard/eq307.txt.smt2;0.06; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq308.txt.smt2;0.03; sat;0.04; sat;58.9; sat
../formulae/kaluza-hard/eq309.txt.smt2;1.48; sat;0.05; sat;189.57; sat
../formulae/kaluza-hard/eq31.txt.smt2;0.05; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq310.txt.smt2;0.04; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq311.txt.smt2;0.15; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq312.txt.smt2;TO;TO;0.04; sat;129.02; sat
../formulae/kaluza-hard/eq313.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq314.txt.smt2;5.3; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq315.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq316.txt.smt2;0.0; sat;0.02; sat;0.67; sat
../formulae/kaluza-hard/eq317.txt.smt2;0.77; sat;0.04; sat;5.19; sat
../formulae/kaluza-hard/eq318.txt.smt2;0.64; sat;0.03; sat;5.12; sat
../formulae/kaluza-hard/eq319.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq32.txt.smt2;0.05; sat;0.02; sat;3.49; sat
../formulae/kaluza-hard/eq320.txt.smt2;0.19; sat;0.04; sat;44.55; sat
../formulae/kaluza-hard/eq321.txt.smt2;0.2; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq322.txt.smt2;0.91; sat;0.04; sat;14.58; sat
../formulae/kaluza-hard/eq323.txt.smt2;1.72; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq324.txt.smt2;0.03; sat;0.04; sat;44.96; sat
../formulae/kaluza-hard/eq325.txt.smt2;1.21; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq326.txt.smt2;0.06; sat;0.03; sat;129.57; sat
../formulae/kaluza-hard/eq327.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq328.txt.smt2;0.02; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq329.txt.smt2;TO;TO;0.18; sat;TO;TO
../formulae/kaluza-hard/eq33.txt.smt2;8.41; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq330.txt.smt2;76.28; sat;0.04; sat;1.15; sat
../formulae/kaluza-hard/eq331.txt.smt2;0.3; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq332.txt.smt2;0.01; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq333.txt.smt2;TO;TO;0.07; sat;TO;TO
../formulae/kaluza-hard/eq334.txt.smt2;0.07; sat;0.04; sat;44.33; sat
../formulae/kaluza-hard/eq335.txt.smt2;4.34; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq336.txt.smt2;0.11; sat;0.04; sat;59.17; sat
../formulae/kaluza-hard/eq337.txt.smt2;0.38; sat;0.06; sat;TO;TO
../formulae/kaluza-hard/eq338.txt.smt2;0.02; sat;0.05; sat;44.97; sat
../formulae/kaluza-hard/eq339.txt.smt2;0.02; sat;0.02; sat;0.67; sat
../formulae/kaluza-hard/eq34.txt.smt2;0.8; sat;0.04; sat;175.49; sat
../formulae/kaluza-hard/eq340.txt.smt2;0.01; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq341.txt.smt2;0.02; sat;0.03; sat;0.68; sat
../formulae/kaluza-hard/eq342.txt.smt2;0.02; sat;0.04; sat;44.43; sat
../formulae/kaluza-hard/eq343.txt.smt2;0.01; sat;0.02; sat;0.69; sat
../formulae/kaluza-hard/eq344.txt.smt2;0.94; sat;0.1; sat;TO;TO
../formulae/kaluza-hard/eq345.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq346.txt.smt2;2.9; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq347.txt.smt2;0.15; sat;0.03; sat;5.18; sat
../formulae/kaluza-hard/eq348.txt.smt2;TO;TO;0.08; sat;TO;TO
../formulae/kaluza-hard/eq349.txt.smt2;0.04; sat;0.04; sat;44.81; sat
../formulae/kaluza-hard/eq35.txt.smt2;0.8; sat;0.05; sat;59.57; sat
../formulae/kaluza-hard/eq350.txt.smt2;0.02; sat;0.02; sat;0.66; sat
../formulae/kaluza-hard/eq351.txt.smt2;119.58; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq352.txt.smt2;0.03; sat;0.04; sat;58.47; sat
../formulae/kaluza-hard/eq353.txt.smt2;0.01; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq354.txt.smt2;0.84; sat;0.04; sat;0.72; sat
../formulae/kaluza-hard/eq355.txt.smt2;0.03; sat;0.03; sat;45.38; sat
../formulae/kaluza-hard/eq356.txt.smt2;0.93; sat;0.04; sat;59.24; sat
../formulae/kaluza-hard/eq357.txt.smt2;0.34; sat;0.04; sat;36.07; sat
../formulae/kaluza-hard/eq358.txt.smt2;0.01; sat;0.02; sat;0.7; sat
../formulae/kaluza-hard/eq359.txt.smt2;TO;TO;0.03; sat;29.78; sat
../formulae/kaluza-hard/eq36.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq360.txt.smt2;TO;TO;0.09; sat;TO;TO
../formulae/kaluza-hard/eq361.txt.smt2;0.1; sat;0.04; sat;44.54; sat
../formulae/kaluza-hard/eq362.txt.smt2;0.44; sat;0.03; sat;129.45; sat
../formulae/kaluza-hard/eq363.txt.smt2;1.06; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq364.txt.smt2;1.45; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq365.txt.smt2;0.04; sat;0.04; sat;55.36; sat
../formulae/kaluza-hard/eq366.txt.smt2;0.1; sat;0.05; sat;44.44; sat
../formulae/kaluza-hard/eq367.txt.smt2;0.05; sat;0.03; sat;5.27; sat
../formulae/kaluza-hard/eq368.txt.smt2;0.08; sat;0.04; sat;5.18; sat
../formulae/kaluza-hard/eq369.txt.smt2;0.05; sat;0.03; sat;3.51; sat
../formulae/kaluza-hard/eq37.txt.smt2;0.03; sat;0.05; sat;45.05; sat
../formulae/kaluza-hard/eq370.txt.smt2;5.87; sat;0.07; sat;TO;TO
../formulae/kaluza-hard/eq371.txt.smt2;0.04; sat;0.09; sat;TO;TO
../formulae/kaluza-hard/eq372.txt.smt2;0.03; sat;0.04; sat;44.72; sat
../formulae/kaluza-hard/eq373.txt.smt2;TO;TO;0.06; sat;TO;TO
../formulae/kaluza-hard/eq374.txt.smt2;0.02; sat;0.03; sat;0.7; sat
../formulae/kaluza-hard/eq375.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq376.txt.smt2;0.03; sat;0.02; sat;3.52; sat
../formulae/kaluza-hard/eq377.txt.smt2;TO;TO;0.05; sat;TO;TO
../formulae/kaluza-hard/eq378.txt.smt2;76.18; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq379.txt.smt2;0.02; sat;0.03; sat;0.69; sat
../formulae/kaluza-hard/eq38.txt.smt2;0.03; sat;0.03; sat;55.26; sat
../formulae/kaluza-hard/eq380.txt.smt2;2.55; sat;0.05; sat;TO;TO
../formulae/kaluza-hard/eq381.txt.smt2;0.49; sat;0.05; sat;TO;TO
