name;cvc4-runtime;cvc4-result;cvc5-runtime;cvc5-result;retro-runtime;retro-result;noodler-1c71b61d-min-runtime;noodler-1c71b61d-min-version;noodler-1c71b61d-min-result;noodler-1c71b61d-min-time;z3-runtime;z3-result;z3strRE-runtime;z3strRE-result;sloth-runtime;sloth-result;ostrich-runtime;ostrich-result;woorpje-runtime;woorpje-result;noodler-c69385be-min-runtime;noodler-c69385be-min-version;noodler-c69385be-min-result;noodler-c69385be-min-time
../formulae/woorpje/smt/01_track_124.smt;0.01; sat;0.01; sat;0.44; sat;1.62; 1c71b61d; sat; 0.11;0.01; sat;0.01; sat;TO;TO;19.36; sat;0.03; sat;1.61; c69385be; sat; 0.11
../formulae/woorpje/smt/01_track_125.smt;0.02; sat;0.02; sat;8.22; sat;1.6; 1c71b61d; sat; 0.09;0.03; sat;4.22; sat;TO;TO;3.94; sat;0.07; sat;1.67; c69385be; sat; 0.09
../formulae/woorpje/smt/01_track_126.smt;0.02; sat;0.02; sat;0.36; sat;1.54; 1c71b61d; sat; 0.05;0.03; sat;0.02; sat;18.56; sat;5.67; sat;0.01; sat;1.64; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_127.smt;0.02; sat;0.01; sat;0.19; sat;1.53; 1c71b61d; sat; 0.05;0.0; sat;0.01; sat;TO;TO;11.83; sat;0.01; sat;1.58; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_128.smt;0.01; sat;0.0; sat;0.19; sat;1.55; 1c71b61d; sat; 0.03;0.01; sat;0.01; sat;1.71; sat;1.8; sat;0.01; sat;1.51; c69385be; sat; 0.03
../formulae/woorpje/smt/01_track_129.smt;0.01; sat;0.0; sat;0.18; sat;1.54; 1c71b61d; sat; 0.03;0.0; sat;0.01; sat;1.72; sat;1.78; sat;0.0; sat;1.51; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_13.smt;0.01; sat;0.0; sat;0.2; sat;1.59; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;3.19; sat;4.15; sat;0.01; sat;1.53; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_130.smt;0.01; sat;0.01; sat;0.25; sat;1.58; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;3.37; sat;2.08; sat;0.0; sat;1.58; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_131.smt;0.02; sat;0.02; sat;2.49; sat;1.61; 1c71b61d; sat; 0.1;1.53; sat;0.1; sat;TO;TO;7.54; sat;0.31; sat;1.65; c69385be; sat; 0.1
../formulae/woorpje/smt/01_track_132.smt;0.02; sat;0.02; sat;0.78; sat;1.54; 1c71b61d; sat; 0.05;0.01; sat;0.32; sat;18.59; sat;3.07; sat;0.05; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_133.smt;0.03; sat;0.03; sat;0.2; sat;1.61; 1c71b61d; sat; 0.1;0.05; sat;0.02; sat;TO;TO;5.74; sat;0.46; sat;1.66; c69385be; sat; 0.1
../formulae/woorpje/smt/01_track_134.smt;0.02; sat;0.01; sat;0.21; sat;1.66; 1c71b61d; sat; 0.2;0.01; sat;0.01; sat;3.61; sat;4.23; sat;0.03; sat;1.71; c69385be; sat; 0.18
../formulae/woorpje/smt/01_track_135.smt;TO;TO;TO;TO;0.32; sat;TO;TO;TO;TO;TO;TO;TO;TO;TO;TO;10.88; sat;0.1; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_136.smt;0.02; sat;0.01; sat;0.18; sat;1.52; 1c71b61d; sat; 0.04;0.02; sat;0.01; sat;TO;TO;6.28; sat;0.0; sat;1.57; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_137.smt;0.02; sat;0.02; sat;0.16; sat;1.59; 1c71b61d; sat; 0.08;0.02; sat;0.02; sat;TO;TO;6.51; sat;0.02; sat;1.6; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_138.smt;0.02; sat;0.02; sat;0.25; sat;1.6; 1c71b61d; sat; 0.04;0.05; sat;0.07; sat;4.2; sat;4.65; sat;0.01; sat;1.62; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_139.smt;0.02; sat;0.02; sat;0.22; sat;1.59; 1c71b61d; sat; 0.07;0.11; sat;2.42; sat;TO;TO;7.23; sat;0.05; sat;1.53; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_14.smt;0.01; sat;0.01; sat;0.21; sat;TO;TO;TO;TO;0.01; sat;0.02; sat;1.9; sat;2.18; sat;0.0; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_140.smt;0.03; sat;0.11; sat;0.2; sat;TO;TO;TO;TO;0.02; sat;0.03; sat;14.5; sat;3.07; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_141.smt;0.05; sat;0.05; sat;0.2; sat;14.21; 1c71b61d; sat; 12.96;0.03; sat;3.29; sat;14.81; sat;2.76; sat;0.01; sat;13.02; c69385be; sat; 11.65
../formulae/woorpje/smt/01_track_142.smt;0.02; sat;0.0; sat;0.52; sat;5.49; 1c71b61d; sat; 4.18;0.01; sat;0.01; sat;TO;TO;5.37; sat;0.01; sat;5.41; c69385be; sat; 4.16
../formulae/woorpje/smt/01_track_143.smt;0.03; sat;0.02; sat;1.01; sat;1.53; 1c71b61d; sat; 0.06;0.02; sat;0.11; sat;22.02; sat;9.81; sat;0.05; sat;1.55; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_144.smt;0.02; sat;0.01; sat;0.17; sat;1.58; 1c71b61d; sat; 0.05;0.0; sat;0.01; sat;6.41; sat;6.74; sat;0.01; sat;1.59; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_145.smt;0.02; sat;0.04; sat;0.2; sat;1.62; 1c71b61d; sat; 0.14;0.02; sat;0.03; sat;2.1; sat;2.62; sat;0.01; sat;1.64; c69385be; sat; 0.14
../formulae/woorpje/smt/01_track_146.smt;0.02; sat;0.01; sat;0.23; sat;1.48; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;2.74; sat;2.04; sat;0.01; sat;1.64; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_147.smt;0.02; sat;0.02; sat;0.35; sat;1.55; 1c71b61d; sat; 0.04;0.1; sat;0.07; sat;3.39; sat;3.64; sat;0.02; sat;1.6; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_148.smt;0.03; sat;0.03; sat;0.21; sat;6.21; 1c71b61d; sat; 4.7;0.49; sat;0.71; sat;33.17; sat;4.99; sat;0.02; sat;6.18; c69385be; sat; 4.7
../formulae/woorpje/smt/01_track_149.smt;0.02; sat;0.02; sat;0.2; sat;1.51; 1c71b61d; sat; 0.04;0.02; sat;0.02; sat;2.23; sat;3.51; sat;0.01; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_15.smt;0.02; sat;0.02; sat;0.18; sat;1.61; 1c71b61d; sat; 0.05;0.01; sat;0.03; sat;TO;TO;8.16; sat;0.0; sat;1.56; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_150.smt;0.02; sat;0.03; sat;0.23; sat;1.62; 1c71b61d; sat; 0.06;0.04; sat;0.01; sat;21.84; sat;2.83; sat;0.01; sat;1.62; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_151.smt;0.02; sat;0.02; sat;0.28; sat;1.59; 1c71b61d; sat; 0.08;0.05; sat;0.47; sat;TO;TO;16.48; sat;0.02; sat;1.56; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_152.smt;0.01; sat;0.01; sat;5.43; sat;1.52; 1c71b61d; sat; 0.05;0.0; sat;0.01; sat;TO;TO;2.17; sat;0.03; sat;1.61; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_153.smt;0.03; sat;0.01; sat;0.22; sat;1.5; 1c71b61d; sat; 0.06;0.04; sat;0.1; sat;TO;TO;10.26; sat;0.0; sat;1.6; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_154.smt;0.01; sat;0.01; sat;0.2; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;1.86; sat;2.48; sat;0.0; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_155.smt;0.01; sat;0.01; sat;0.17; sat;1.56; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;3.0; sat;3.35; sat;0.0; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_156.smt;0.03; sat;0.02; sat;0.76; sat;1.63; 1c71b61d; sat; 0.08;0.01; sat;11.6; sat;TO;TO;6.23; sat;0.07; sat;1.62; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_157.smt;0.01; sat;0.01; sat;0.22; sat;1.55; 1c71b61d; sat; 0.06;0.02; sat;0.01; sat;25.63; sat;3.82; sat;0.02; sat;1.55; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_158.smt;0.02; sat;0.03; sat;0.94; unsat;TO;TO;TO;TO;0.01; sat;0.02; sat;TO;TO;3.11; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_159.smt;0.02; sat;0.07; sat;0.24; unsat;TO;TO;TO;TO;0.02; sat;0.06; sat;TO;TO;11.49; sat;0.05; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_16.smt;0.02; sat;0.06; sat;0.23; unsat;TO;TO;TO;TO;0.03; sat;0.14; sat;TO;TO;7.71; sat;0.04; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_160.smt;0.01; sat;0.01; sat;0.44; sat;1.51; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;4.49; sat;2.13; sat;0.01; sat;1.53; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_161.smt;0.02; sat;0.02; sat;0.23; sat;1.52; 1c71b61d; sat; 0.09;0.05; sat;0.03; sat;TO;TO;6.9; sat;0.03; sat;1.66; c69385be; sat; 0.09
../formulae/woorpje/smt/01_track_162.smt;0.02; sat;0.05; sat;0.28; unsat;TO;TO;TO;TO;0.02; sat;0.13; sat;TO;TO;6.95; sat;0.03; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_163.smt;0.01; sat;0.03; sat;0.17; unsat;2.26; 1c71b61d; sat; 0.75;0.01; sat;0.01; sat;3.07; sat;3.41; sat;0.01; sat;2.2; c69385be; sat; 0.77
../formulae/woorpje/smt/01_track_164.smt;0.02; sat;0.01; sat;0.19; sat;1.52; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;4.26; sat;4.88; sat;0.0; sat;1.55; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_165.smt;0.02; sat;0.01; sat;0.97; sat;1.54; 1c71b61d; sat; 0.06;0.02; sat;0.47; sat;TO;TO;5.69; sat;0.04; sat;1.63; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_166.smt;0.02; sat;0.02; sat;0.2; sat;1.58; 1c71b61d; sat; 0.09;0.02; sat;0.02; sat;TO;TO;4.25; sat;0.06; sat;1.61; c69385be; sat; 0.09
../formulae/woorpje/smt/01_track_167.smt;0.03; sat;0.03; sat;0.41; sat;1.52; 1c71b61d; sat; 0.04;0.01; sat;0.04; sat;4.61; sat;2.92; sat;0.01; sat;1.57; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_168.smt;0.02; sat;0.01; sat;0.21; sat;6.15; 1c71b61d; sat; 4.71;0.01; sat;0.01; sat;33.33; sat;4.63; sat;0.01; sat;6.23; c69385be; sat; 4.73
../formulae/woorpje/smt/01_track_169.smt;0.03; sat;0.02; sat;0.23; sat;1.53; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;3.27; sat;4.48; sat;0.0; sat;1.52; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_17.smt;TO;TO;TO;TO;0.22; sat;TO;TO;TO;TO;0.07; sat;1.09; sat;TO;TO;13.23; sat;0.06; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_170.smt;0.02; sat;0.01; sat;6.23; sat;1.51; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;TO;TO;2.18; sat;0.01; sat;1.53; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_171.smt;0.01; sat;0.01; sat;0.2; sat;1.56; 1c71b61d; sat; 0.07;0.01; sat;0.01; sat;TO;TO;9.6; sat;0.02; sat;1.61; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_172.smt;0.02; sat;0.02; sat;0.19; sat;1.78; 1c71b61d; sat; 0.28;0.02; sat;0.06; sat;3.86; sat;3.75; sat;0.01; sat;1.8; c69385be; sat; 0.29
../formulae/woorpje/smt/01_track_173.smt;0.02; sat;0.02; sat;1.8; sat;1.62; 1c71b61d; sat; 0.08;0.01; sat;1.1; sat;TO;TO;5.62; sat;0.05; sat;1.58; c69385be; sat; 0.08
../formulae/woorpje/smt/01_track_174.smt;0.08; sat;TO;TO;0.67; unsat;TO;TO;TO;TO;5.71; sat;5.5; sat;TO;TO;7.93; sat;0.16; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_175.smt;0.01; sat;0.01; sat;4.88; sat;1.55; 1c71b61d; sat; 0.06;0.01; sat;0.0; sat;TO;TO;2.13; sat;0.05; sat;1.59; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_176.smt;0.01; sat;0.0; sat;0.18; sat;1.53; 1c71b61d; sat; 0.04;0.0; sat;0.01; sat;1.77; sat;2.35; sat;0.0; sat;1.56; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_177.smt;0.02; sat;0.03; sat;0.24; sat;1.59; 1c71b61d; sat; 0.07;0.1; sat;0.51; sat;35.86; sat;5.22; sat;0.05; sat;1.59; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_178.smt;0.02; sat;0.05; sat;0.21; sat;1.59; 1c71b61d; sat; 0.08;0.47; sat;9.55; sat;8.9; sat;15.09; sat;0.39; sat;8.46; c69385be; sat; 7.09
../formulae/woorpje/smt/01_track_179.smt;0.02; sat;0.01; sat;0.18; sat;1.59; 1c71b61d; sat; 0.04;0.01; sat;0.02; sat;8.02; sat;3.89; sat;0.0; sat;1.54; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_18.smt;0.02; sat;0.02; sat;0.2; sat;1.56; 1c71b61d; sat; 0.07;0.01; sat;0.01; sat;3.14; sat;4.69; sat;0.02; sat;1.58; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_180.smt;0.02; sat;0.01; sat;3.85; sat;1.53; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;TO;TO;2.15; sat;0.02; sat;1.56; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_181.smt;0.02; sat;0.01; sat;0.23; sat;1.48; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;16.18; sat;7.11; sat;0.0; sat;1.6; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_182.smt;0.03; sat;0.03; sat;0.22; sat;1.57; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;2.61; sat;3.9; sat;0.01; sat;1.55; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_183.smt;0.02; sat;0.01; sat;0.22; sat;1.63; 1c71b61d; sat; 0.07;0.01; sat;0.01; sat;23.05; sat;8.96; sat;0.01; sat;1.58; c69385be; sat; 0.07
../formulae/woorpje/smt/01_track_184.smt;0.02; sat;0.02; sat;0.28; sat;1.62; 1c71b61d; sat; 0.06;0.01; sat;0.13; sat;TO;TO;10.59; sat;0.03; sat;1.59; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_185.smt;0.02; sat;0.01; sat;0.46; sat;1.52; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;9.32; sat;2.1; sat;0.01; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_186.smt;0.02; sat;0.02; sat;0.2; sat;1.62; 1c71b61d; sat; 0.05;0.03; sat;0.02; sat;12.88; sat;7.6; sat;0.01; sat;1.57; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_187.smt;0.04; sat;0.03; sat;0.18; sat;TO;TO;TO;TO;0.01; sat;0.07; sat;5.45; sat;4.4; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_188.smt;0.03; sat;0.06; sat;0.26; sat;TO;TO;TO;TO;0.02; sat;0.04; sat;5.41; sat;6.47; sat;0.03; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_189.smt;0.08; sat;0.08; sat;0.2; unsat;TO;TO;TO;TO;0.02; sat;0.01; sat;52.59; sat;4.63; sat;0.0; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_19.smt;0.01; sat;0.01; sat;0.2; sat;1.53; 1c71b61d; sat; 0.04;0.02; sat;0.01; sat;8.81; sat;4.93; sat;0.01; sat;1.52; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_190.smt;0.01; sat;0.01; sat;0.21; sat;1.6; 1c71b61d; sat; 0.05;0.0; sat;0.01; sat;2.22; sat;3.67; sat;0.01; sat;1.54; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_191.smt;0.03; sat;0.03; sat;0.31; unsat;1.83; 1c71b61d; sat; 0.33;0.01; sat;0.05; sat;TO;TO;8.62; sat;0.03; sat;1.84; c69385be; sat; 0.33
../formulae/woorpje/smt/01_track_192.smt;0.01; sat;0.01; sat;0.23; sat;2.04; 1c71b61d; sat; 0.52;0.01; sat;0.01; sat;2.99; sat;2.7; sat;0.0; sat;2.03; c69385be; sat; 0.51
../formulae/woorpje/smt/01_track_193.smt;0.01; sat;0.01; sat;0.19; sat;1.55; 1c71b61d; sat; 0.03;0.02; sat;0.0; sat;1.79; sat;1.78; sat;0.01; sat;1.54; c69385be; sat; 0.03
../formulae/woorpje/smt/01_track_194.smt;0.03; sat;0.15; sat;0.23; sat;TO;TO;TO;TO;0.1; sat;0.09; sat;21.85; sat;3.44; sat;0.01; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_195.smt;0.02; sat;0.01; sat;0.19; sat;1.55; 1c71b61d; sat; 0.04;0.01; sat;0.04; sat;2.74; sat;3.15; sat;0.01; sat;1.61; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_196.smt;0.02; sat;0.01; sat;0.27; sat;1.5; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;10.34; sat;6.05; sat;0.01; sat;1.6; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_197.smt;0.02; sat;0.01; sat;0.24; sat;1.56; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;16.76; sat;8.91; sat;0.01; sat;1.59; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_198.smt;0.03; sat;0.04; sat;0.2; sat;TO;TO;TO;TO;0.03; sat;0.07; sat;TO;TO;5.69; sat;0.0; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_199.smt;0.02; sat;0.07; sat;0.21; sat;2.96; 1c71b61d; sat; 1.54;0.02; sat;0.34; sat;9.74; sat;4.02; sat;0.01; sat;12.93; c69385be; sat; 11.45
../formulae/woorpje/smt/01_track_2.smt;0.02; sat;0.02; sat;0.36; sat;3.22; 1c71b61d; sat; 1.78;0.02; sat;0.01; sat;TO;TO;2.65; sat;0.01; sat;3.26; c69385be; sat; 1.79
../formulae/woorpje/smt/01_track_20.smt;0.02; sat;0.02; sat;0.19; unsat;1.7; 1c71b61d; sat; 0.18;0.02; sat;0.01; sat;28.56; sat;4.7; sat;0.01; sat;1.72; c69385be; sat; 0.19
../formulae/woorpje/smt/01_track_200.smt;0.01; sat;0.01; sat;0.21; sat;1.59; 1c71b61d; sat; 0.04;0.01; sat;0.01; sat;1.8; sat;2.27; sat;0.01; sat;1.58; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_21.smt;0.02; sat;0.01; sat;0.18; sat;1.53; 1c71b61d; sat; 0.05;0.01; sat;0.01; sat;9.66; sat;5.98; sat;0.01; sat;1.54; c69385be; sat; 0.05
../formulae/woorpje/smt/01_track_22.smt;0.02; sat;0.03; sat;0.2; sat;1.55; 1c71b61d; sat; 0.04;0.02; sat;0.03; sat;4.1; sat;3.99; sat;0.01; sat;1.55; c69385be; sat; 0.04
../formulae/woorpje/smt/01_track_23.smt;0.03; sat;0.02; sat;0.18; sat;42.85; 1c71b61d; sat; 42.0;0.01; sat;0.01; sat;TO;TO;9.23; sat;0.01; sat;42.79; c69385be; sat; 41.84
../formulae/woorpje/smt/01_track_24.smt;0.02; sat;0.01; sat;0.46; sat;1.62; 1c71b61d; sat; 0.06;0.01; sat;1.02; sat;TO;TO;4.14; sat;0.03; sat;1.56; c69385be; sat; 0.06
../formulae/woorpje/smt/01_track_25.smt;0.03; sat;0.06; sat;0.24; unsat;TO;TO;TO;TO;0.01; sat;0.34; sat;TO;TO;4.41; sat;0.02; sat;TO;TO;TO;TO
../formulae/woorpje/smt/01_track_26.smt;0.03; sat;0.04; sat;0.19; sat;2.39; 1c71b61d; sat; 0.99;0.04; sat;0.01; sat;2.77; sat;3.75; sat;0.01; sat;2.14; c69385be; sat; 0.61
